age,mx_m,qx_m,lx_m,dx_m,ex_m,mx_f,qx_f,lx_f,dx_f,ex_f,year_start,year_end,k1t_m,k2t_m,ax_m,b1x_m,b2x_m,k1t_f,k2t_f,ax_f,b1x_f,b2x_f,log_mx_m,log_M1x_m,log_M2x_m,log_mx_f,log_M1x_f,log_M2x_f,E1x_m,E2x_m,E1x_f,E2x_f
29,0.000973,0.000972,97661.0,94.9,45.62,0.000408,0.000408,98648.8,40.2,50.65,1990,1992,-0.9918288384067182,0.2728278371574002,-6.9893863660772295,-0.0009725523324474235,0.22718695798650324,-0.813313302256347,0.18692151641548485,-7.795770294215776,-0.04785753847777876,0.02256820604416107,-6.935126475778269,-6.988421760627048,-6.926438834249222,-7.804243383560112,-7.756847121558554,-7.752628638262002,-0.053295284848779545,0.008687641529046886,0.04739626200155822,0.051614745298110165
30,0.000955,0.000955,97566.1,93.2,44.66,0.000402,0.000402,98608.6,39.6,49.67,1990,1992,-0.9918288384067182,0.2728278371574002,-6.9498661748665524,0.004841581955984763,0.15256273557609548,-0.813313302256347,0.18692151641548485,-7.710839930695568,-0.03983124417147263,0.008826379404170895,-6.953799217483544,-6.9546681954740075,-6.913044834295965,-7.819058469345253,-7.678444649965488,-7.676794809742803,-0.000868977990463371,0.04075438318757918,0.14061381937976503,0.1422636596024507
31,0.001034,0.001034,97472.9,100.7,43.7,0.000483,0.000483,98569.0,47.6,48.69,1990,1992,-0.9918288384067182,0.2728278371574002,-6.914414356223507,0.001664235423684556,0.18196923544958746,-0.813313302256347,0.18692151641548485,-7.6354491330682865,-0.05705260664481032,0.044329510655723325,-6.8743205028959,-6.9160649929106155,-6.866418719973719,-7.635493904311701,-7.589047489155663,-7.580761349801939,-0.041744490014715474,0.0079017829221808,0.04644641515603798,0.05473255450976211
32,0.001042,0.001042,97372.2,101.4,42.75,0.000545,0.000545,98521.4,53.7,47.72,1990,1992,-0.9918288384067182,0.2728278371574002,-6.85816149192832,0.004360409666987813,0.14055198194342544,-0.813313302256347,0.18692151641548485,-7.552994407945814,-0.04817372030138486,-0.02169916988346558,-6.866613335650962,-6.862486271983307,-6.824139778741496,-7.51472476330103,-7.513814080405521,-7.517870122145096,0.004127063667655584,0.0424735569094663,0.0009106828955083301,-0.003145358844066415
33,0.001045,0.001044,97270.7,101.6,41.79,0.000566,0.000566,98467.6,55.8,46.74,1990,1992,-0.9918288384067182,0.2728278371574002,-6.820915465771662,0.006000606742825858,0.1305046159944066,-0.813313302256347,0.18692151641548485,-7.476596749486736,-0.04808510636830821,0.004029227204411135,-6.863738393565363,-6.826867040587135,-6.791261748466323,-7.476916479761091,-7.437488492836979,-7.436735343577948,0.03687135297822852,0.07247664509903995,0.03942798692411209,0.04018113618314345
34,0.001101,0.0011,97169.1,106.9,40.83,0.000638,0.000638,98411.9,62.8,45.77,1990,1992,-0.9918288384067182,0.2728278371574002,-6.783391605877742,0.008959671999059829,0.07579517276671885,-0.813313302256347,0.18692151641548485,-7.380342090989289,-0.04510673467566507,-0.06081013550311701,-6.811536421241594,-6.792278066949074,-6.771599033896159,-7.357172274619484,-7.343656183656223,-7.355022906397896,0.01925835429251954,0.03993738734543495,0.013516090963261007,0.002149368221587622
35,0.001222,0.001221,97062.2,118.6,39.88,0.000719,0.000719,98349.1,70.7,44.8,1990,1992,-0.9918288384067182,0.2728278371574002,-6.719284969583359,0.009442335043380403,0.022048731638793517,-0.813313302256347,0.18692151641548485,-7.2882266968077225,-0.053565198962178096,-0.0003010536205307124,-6.7072664182327335,-6.7286501497812825,-6.722634642016207,-7.2376492002432276,-7.2446614079537754,-7.244717681353047,-0.021383731548549,-0.015368223783473134,-0.007012207710547891,-0.007068481109819835
36,0.001313,0.001313,96943.7,127.3,38.93,0.000763,0.000763,98278.4,75.0,43.83,1990,1992,-0.9918288384067182,0.2728278371574002,-6.669817538443443,0.003614464631851368,0.044346255284562125,-0.813313302256347,0.18692151641548485,-7.212720125967629,-0.052932683430622116,0.04492878495395868,-6.635440683661478,-6.673402468700714,-6.661303575785397,-7.178252526679817,-7.16966927040938,-7.161271113795081,-0.03796178503923642,-0.02586289212391968,0.008583256270436657,0.016981412884735647
37,0.001426,0.001425,96816.4,138.0,37.98,0.00083,0.00083,98203.4,81.5,42.86,1990,1992,-0.9918288384067182,0.2728278371574002,-6.600449722419886,-0.003933465982690122,0.03198661075602443,-0.813313302256347,0.18692151641548485,-7.1280002480206095,-0.049743792987242456,-0.01082066673675635,-6.552881956990033,-6.596548397423362,-6.5878215595928005,-7.09408485717363,-7.087542959479399,-7.08956557491446,-0.0436664404333289,-0.034939602602767295,0.006541897694231302,0.004519282259169977
38,0.001566,0.001565,96678.5,151.3,37.03,0.000918,0.000918,98121.9,90.1,41.9,1990,1992,-0.9918288384067182,0.2728278371574002,-6.540442456971964,-0.00670699932392473,0.01822037683877932,-0.813313302256347,0.18692151641548485,-7.030605636212642,-0.05507932073374422,-0.01804022064483475,-6.459230681413525,-6.533790261623321,-6.528819235618204,-6.993313167343784,-6.9858088919806445,-6.989180997380047,-0.07455958020979558,-0.06958855420467902,0.007504275363139357,0.004132169963736665
39,0.001687,0.001686,96527.2,162.7,36.09,0.001036,0.001036,98031.8,101.5,40.93,1990,1992,-0.9918288384067182,0.2728278371574002,-6.4483449397569155,-0.012714616830311465,0.0316036264577832,-0.813313302256347,0.18692151641548485,-6.932852467082524,-0.06218538627225021,-0.013973916519486944,-6.384803475418306,-6.435734216115321,-6.427111867062514,-6.8723881351448455,-6.882276265221354,-6.8848882908874405,-0.050930740697014976,-0.042308391644207965,-0.009888130076508794,-0.012500155742594998
40,0.00172,0.001719,96364.5,165.6,35.15,0.001067,0.001067,97930.3,104.4,39.98,1990,1992,-0.9918288384067182,0.2728278371574002,-6.358347546795789,-0.02368098285825894,-0.022589128837336585,-0.813313302256347,0.18692151641548485,-6.838069016310077,-0.05533196158755926,-0.02986804415277825,-6.365430988156775,-6.334860065075153,-6.341023008239113,-6.842904306662521,-6.793066795910978,-6.798649776016379,0.030570923081621793,0.02440797991766175,0.04983751075154341,0.04425453064614171
41,0.00196,0.001959,96198.9,188.4,34.21,0.001188,0.001187,97825.8,116.2,39.02,1990,1992,-0.9918288384067182,0.2728278371574002,-6.271156515352886,-0.02890162248523027,-0.009008133591961445,-0.813313302256347,0.18692151641548485,-6.742451263250261,-0.05929017038263395,-0.0029401872267795365,-6.234810805739711,-6.242491052695291,-6.244948722300011,-6.735484058041684,-6.69422977898502,-6.694779363239995,-0.007680246955580117,-0.010137916560299942,0.041254279056664345,0.04070469480168892
42,0.002098,0.002096,96010.5,201.2,33.27,0.001373,0.001372,97709.7,134.1,38.06,1990,1992,-0.9918288384067182,0.2728278371574002,-6.194341918806549,-0.034033933464448864,-0.03859285750670713,-0.813313302256347,0.18692151641548485,-6.639605799726529,-0.065538791049437,0.011304352111275071,-6.166770769008032,-6.160586082112093,-6.171115287955371,-6.590757152196303,-6.586302229152222,-6.584189202513488,0.0061846868959394286,-0.0043445189473390045,0.004454923044080239,0.0065679496828146
43,0.002252,0.002249,95809.2,215.5,32.34,0.001371,0.00137,97575.6,133.7,37.12,1990,1992,-0.9918288384067182,0.2728278371574002,-6.09955291599393,-0.039015657351380004,-0.016664400262635316,-0.813313302256347,0.18692151641548485,-6.530649505248857,-0.06611235353639332,0.0272369810013409,-6.095936568704693,-6.0608560618834355,-6.065402574164615,-6.592214878401959,-6.476879448674234,-6.471788270882883,0.03508050682125763,0.03053399454007799,0.11533542972772537,0.12042660751907608
44,0.002408,0.002405,95593.7,229.9,31.41,0.001636,0.001635,97441.9,159.3,36.17,1990,1992,-0.9918288384067182,0.2728278371574002,-6.016355972685208,-0.050243406612005145,-0.07707886718338587,-0.813313302256347,0.18692151641548485,-6.436378986141131,-0.07154973779555468,0.005419122778147594,-6.028958751535562,-5.966523113067626,-5.987552373691812,-6.415501040801582,-6.378186632619053,-6.37717368197172,0.062435638467936094,0.04140637784375034,0.03731440818252896,0.0383273588298616
45,0.002739,0.002735,95363.9,260.8,30.49,0.001828,0.001827,97282.6,177.7,35.22,1990,1992,-0.9918288384067182,0.2728278371574002,-5.902091205494697,-0.05971916378839394,-0.0825104718762084,-0.813313302256347,0.18692151641548485,-6.332738432812223,-0.08123014473540596,-0.03424043397877283,-5.900162388701196,-5.842860016643834,-5.865371170228657,-6.304532805950179,-6.266672875554709,-6.273073149396746,0.05730237205736177,0.034791218472538965,0.0378599303954692,0.03145965655343286
46,0.003207,0.003202,95103.0,304.5,29.57,0.002025,0.002023,97104.9,196.4,34.29,1990,1992,-0.9918288384067182,0.2728278371574002,-5.807256548557679,-0.06774937959546665,-0.06389387818093734,-0.813313302256347,0.18692151641548485,-6.241287526907504,-0.0783312096791058,-0.021572604218682186,-5.742419358271119,-5.740060760090731,-5.757492788682435,-6.202185578423634,-6.177579712093657,-6.181612095987243,0.002358598180387972,-0.015073430411315591,0.024605866329977744,0.02057348243639101
47,0.00339,0.003384,94798.5,320.8,28.66,0.002265,0.002262,96908.4,219.2,33.36,1990,1992,-0.9918288384067182,0.2728278371574002,-5.71038312817003,-0.07172387230077511,-0.04835328149971029,-0.813313302256347,0.18692151641548485,-6.1354199470190975,-0.08532357363070821,0.004924006481560987,-5.686925357589778,-5.639245323219921,-5.65243744443095,-6.09018052004714,-6.066025149589193,-6.06510474683082,0.047680034369856905,0.03448791315882804,0.024155370457946468,0.025075773216319597
48,0.003803,0.003796,94477.7,358.6,27.76,0.002493,0.00249,96689.2,240.7,32.43,1990,1992,-0.9918288384067182,0.2728278371574002,-5.617968024502403,-0.07692679043547555,-0.07316081168344225,-0.813313302256347,0.18692151641548485,-6.039843566543508,-0.08359999448413413,-0.052622804310606834,-5.571965050036014,-5.541669815302428,-5.561630121318701,-5.994268474440716,-5.971850578961005,-5.981686913340779,0.030295234733586085,0.010334928717313119,0.022417895479710737,0.012581561099937133
49,0.004302,0.004292,94119.1,404.0,26.86,0.002683,0.002679,96448.5,258.4,31.51,1990,1992,-0.9918288384067182,0.2728278371574002,-5.509065801690927,-0.0842463327344147,-0.05425235409762344,-0.813313302256347,0.18692151641548485,-5.950208473410837,-0.09503116563716624,-0.05769548003052061,-5.448675248136599,-5.425507859354926,-5.440309411784078,-5.92081970753865,-5.872918362269203,-5.883702888886828,0.02316738878167257,0.008365836352520972,0.04790134526944634,0.03711681865182204
50,0.004869,0.004857,93715.1,455.2,25.98,0.00305,0.003045,96190.1,292.9,30.59,1990,1992,-0.9918288384067182,0.2728278371574002,-5.404410193299023,-0.08814213621887781,-0.06760021220012134,-0.813313302256347,0.18692151641548485,-5.826244719817301,-0.08632858935298528,-0.04129096028729886,-5.324866701781573,-5.316988280718367,-5.335431500404307,-5.792613688362817,-5.756032529731493,-5.763750698642646,0.007878421063206353,-0.01056479862273374,0.03658115863132405,0.028862989720170873
51,0.005409,0.005395,93260.0,503.1,25.1,0.003366,0.00336,95897.2,322.2,29.69,1990,1992,-0.9918288384067182,0.2728278371574002,-5.30481220358798,-0.09056115064535913,-0.08902058603804863,-0.813313302256347,0.18692151641548485,-5.75485982246508,-0.09373463491671408,-0.007329270521168278,-5.219691046092847,-5.214991042738618,-5.239278336689863,-5.694030183213523,-5.678624197005174,-5.67999419536521,0.004700003354228599,-0.01958729059701625,0.015405986208349098,0.01403598784831317
52,0.005913,0.005896,92756.9,546.9,24.24,0.003737,0.00373,95574.9,356.5,28.78,1990,1992,-0.9918288384067182,0.2728278371574002,-5.202279775356786,-0.09555418123397263,-0.07753032063768803,-0.813313302256347,0.18692151641548485,-5.647567162956197,-0.10087308783218885,-0.04695051069241465,-5.130601962143444,-5.10750638277859,-5.12865881247229,-5.58947212847879,-5.565525738782606,-5.5743017994377135,0.0230955793648544,0.0019431496711543872,0.023946389696184234,0.015170329041076513
53,0.006681,0.006659,92210.0,614.0,23.38,0.00398,0.003972,95218.5,378.2,27.89,1990,1992,-0.9918288384067182,0.2728278371574002,-5.089313707985459,-0.10459995145582897,-0.08222089505994114,-0.813313302256347,0.18692151641548485,-5.564192085471745,-0.10531256803217923,-0.07546077111171838,-5.008487602038797,-4.985568459635625,-5.008000608603974,-5.526473459685791,-5.478539972996397,-5.492645214762481,0.022919142403171833,0.0004869934348228355,0.04793348668939412,0.033828244923309825
54,0.007257,0.00723,91596.0,662.3,22.53,0.004356,0.004347,94840.2,412.3,27.0,1990,1992,-0.9918288384067182,0.2728278371574002,-4.991986398067663,-0.11166564095206317,-0.08509569516351538,-0.813313302256347,0.18692151641548485,-5.46382584963811,-0.10192329391331768,-0.0947260959315616,-4.925788758686137,-4.8812331951122365,-4.904449669575104,-5.436201073911423,-5.380930278888625,-5.398636624384271,0.044555563573900336,0.02133908911103255,0.05527079502279797,0.0375644495271521
55,0.008285,0.008251,90933.7,750.3,21.69,0.004884,0.004872,94428.0,460.0,26.12,1990,1992,-0.9918288384067182,0.2728278371574002,-4.884215493005489,-0.11104571832819901,-0.0970819320402771,-0.813313302256347,0.18692151641548485,-5.3704195232495096,-0.113872689496024,-0.0636470377997381,-4.793308628103611,-4.7740771471859915,-4.800563800731602,-5.321790722733679,-5.277805350118687,-5.289702350939567,0.01923148091761906,-0.007255172627991691,0.04398537261499236,0.032088371794111836
56,0.009139,0.009097,90183.4,820.4,20.87,0.005473,0.005458,93967.9,512.9,25.24,1990,1992,-0.9918288384067182,0.2728278371574002,-4.77825303688903,-0.11714344487599325,-0.08901687628964526,-0.813313302256347,0.18692151641548485,-5.275841718842147,-0.11518365587057712,-0.10669198294344043,-4.695204308692072,-4.662066790030712,-4.686353071859324,-5.207928366820356,-5.182161319320089,-5.202104346561252,0.033137518661360055,0.008851236832748022,0.025767047500266926,0.005824020259104223
57,0.010284,0.010231,89363.0,914.3,20.05,0.006225,0.006206,93455.0,580.0,24.38,1990,1992,-0.9918288384067182,0.2728278371574002,-4.669792075665098,-0.12450187334296801,-0.05844818370974886,-0.813313302256347,0.18692151641548485,-5.174181223049144,-0.11868362756111352,-0.0415938239736987,-4.577165989578494,-4.546307527247882,-4.562253818795192,-5.079181836631366,-5.077654249993652,-5.085429030644335,0.030858462330611403,0.014912170783301981,0.0015275866377137959,-0.006247194012968471
58,0.011533,0.011466,88448.8,1014.2,19.26,0.006764,0.006741,92875.1,626.1,23.53,1990,1992,-0.9918288384067182,0.2728278371574002,-4.573741818447654,-0.12804231512995562,-0.07407632383030509,-0.813313302256347,0.18692151641548485,-5.089003684126101,-0.12658984731249803,-0.05679089645287278,-4.462542787738335,-4.446745757765403,-4.466955840980597,-4.996140847945803,-4.986046477376246,-4.996661917859812,0.015797029972931753,-0.004413053242261711,0.010094370569556865,-0.0005210699140087982
59,0.01275,0.01267,87434.6,1107.8,18.47,0.007612,0.007583,92249.0,699.6,22.68,1990,1992,-0.9918288384067182,0.2728278371574002,-4.4719163607416,-0.13360157401476797,-0.0594245041663108,-0.813313302256347,0.18692151641548485,-4.978628699013323,-0.12566184215232082,-0.05199833352847256,-4.362224007377702,-4.339406466777224,-4.35561912572307,-4.878029329548234,-4.876426251204803,-4.886145858559023,0.022817540600478026,0.006604881654632244,0.0016030783434306528,-0.008116529010789186
60,0.014352,0.01425,86326.8,1230.2,17.7,0.008614,0.008577,91549.4,785.2,21.85,1990,1992,-0.9918288384067182,0.2728278371574002,-4.35793452970522,-0.13220772503899345,-0.040875737913010184,-0.813313302256347,0.18692151641548485,-4.8748821909908635,-0.13039377223368695,-0.01903772637742271,-4.243865973665697,-4.2268070953514005,-4.2379591345184195,-4.7543664923502185,-4.768831201501822,-4.772389762185393,0.017058878314296422,0.0059068391472774096,-0.014464709151603472,-0.018023269835174105
61,0.016171,0.016041,85096.6,1365.0,16.95,0.009637,0.009591,90764.2,870.5,21.04,1990,1992,-0.9918288384067182,0.2728278371574002,-4.258323182216679,-0.13483536076036592,-0.026866263799264458,-0.813313302256347,0.18692151641548485,-4.779475826364125,-0.126289321611661,-0.012395349225763908,-4.12453576438633,-4.124589582977574,-4.131919447622428,-4.6421454221129865,-4.676763041164431,-4.67907999863821,-5.381859124398147e-05,-0.007383683236097838,-0.03461761905144467,-0.036934576525223584
62,0.017993,0.017832,83731.6,1493.1,16.22,0.010426,0.010372,89893.7,932.3,20.24,1990,1992,-0.9918288384067182,0.2728278371574002,-4.154878621092748,-0.1346585350481046,-0.013872868647558061,-0.813313302256347,0.18692151641548485,-4.689871449831292,-0.13321135738277534,0.013064730039426944,-4.017772485611755,-4.021320402694436,-4.025105307442718,-4.563452592636223,-4.581528880860257,-4.579086801709729,-0.0035479170826810957,-0.0073328218309631765,-0.01807628822403462,-0.015634209073506433
63,0.020428,0.020221,82238.5,1663.0,15.51,0.011617,0.01155,88961.4,1027.5,19.44,1990,1992,-0.9918288384067182,0.2728278371574002,-4.054145496024396,-0.13657282091863854,-0.015680935881966368,-0.813313302256347,0.18692151641548485,-4.594576083276319,-0.13046937468465136,-0.015432873353928084,-3.8908487701967394,-3.918688633694734,-3.9229668295160147,-4.455285736450799,-4.488463605308224,-4.491348341398188,-0.02783986349799461,-0.03211805931927536,-0.03317786885742535,-0.03606260494738933
64,0.022717,0.022462,80575.5,1809.9,14.82,0.013078,0.012993,87933.8,1142.6,18.66,1990,1992,-0.9918288384067182,0.2728278371574002,-3.9485504453265063,-0.13736446436865765,-0.0062527958605994765,-0.813313302256347,0.18692151641548485,-4.49228361859087,-0.12800050982925829,0.026362336193549017,-3.784641736101053,-3.81230840819338,-3.814014344964214,-4.336823849843053,-4.38817910125114,-4.383251413393587,-0.02766667209232665,-0.029372608863160732,-0.05135525140808728,-0.04642756355053468
65,0.025343,0.025026,78765.6,1971.2,14.14,0.014541,0.014437,86791.3,1253.0,17.9,1990,1992,-0.9918288384067182,0.2728278371574002,-3.848881503979518,-0.1387074053299573,0.01856190767144501,-0.813313302256347,0.18692151641548485,-4.395412516206216,-0.12876219247197385,0.07329108717624287,-3.6752527211992794,-3.7113074992726967,-3.7062432941491807,-4.2307830334507885,-4.290688512241068,-4.276988831086345,-0.03605477807341728,-0.030990572949901374,-0.059905478790279076,-0.04620579763555632
66,0.027848,0.027466,76794.4,2109.2,13.5,0.015531,0.015411,85538.3,1318.2,17.16,1990,1992,-0.9918288384067182,0.2728278371574002,-3.7545788708606933,-0.13550920652847429,0.02542173951920198,-0.813313302256347,0.18692151641548485,-4.300857622888303,-0.12447515462048703,0.08221195766212558,-3.5809941284729994,-3.6201769319561405,-3.6132411737463377,-4.164917252394263,-4.199620323835045,-4.184253140041355,-0.03918280348314118,-0.032247045273338326,-0.03470307144078255,-0.019335887647092598
67,0.031364,0.030879,74685.2,2306.2,12.86,0.017403,0.017252,84220.1,1453.0,16.42,1990,1992,-0.9918288384067182,0.2728278371574002,-3.650580640695826,-0.13681206801193116,0.05368145607202111,-0.813313302256347,0.18692151641548485,-4.202403501902102,-0.12543157563945345,0.0966400853767005,-3.4620945406134616,-3.5148864861995315,-3.500240690643942,-4.0511126738301,-4.100388332911562,-4.082324221606427,-0.05279194558606992,-0.038146150030480275,-0.04927565908146203,-0.031211547776327286
68,0.033982,0.033414,72379.0,2418.5,12.26,0.019018,0.018839,82767.1,1559.2,15.7,1990,1992,-0.9918288384067182,0.2728278371574002,-3.554801684422628,-0.13380485746730458,0.036463011105254337,-0.813313302256347,0.18692151641548485,-4.106794903517439,-0.1199782737932944,0.11635638261305417,-3.38192430631857,-3.4220901680676548,-3.412142043611562,-3.9623693798648847,-4.009214977459599,-3.987465465976946,-0.04016586174908454,-0.03021773729299193,-0.04684559759471396,-0.02509608611206149
69,0.037637,0.036941,69960.5,2584.4,11.66,0.020878,0.020663,81207.9,1678.0,14.99,1990,1992,-0.9918288384067182,0.2728278371574002,-3.4563096106148112,-0.1325990479249355,0.05729220998967573,-0.813313302256347,0.18692151641548485,-4.005217460642368,-0.11969559088301707,0.12593030647804135,-3.279767669885575,-3.3247940509375855,-3.3091631412001346,-3.8690593059960303,-3.9078674443557766,-3.884328360506234,-0.0450263810520104,-0.02939547131455944,-0.03880813835974628,-0.015269054510203883
70,0.040399,0.039599,67376.1,2668.0,11.09,0.02262,0.022368,79529.9,1778.9,14.29,1990,1992,-0.9918288384067182,0.2728278371574002,-3.3608897809807887,-0.1340979410397251,0.0696694125875111,-0.813313302256347,0.18692151641548485,-3.9001780544562425,-0.1188548555867635,0.12736071864818835,-3.2089502467966278,-3.2278875758866254,-3.208879820734348,-3.788920808294163,-3.8035118193697706,-3.7797053607082853,-0.01893732908999768,7.042606227969372e-05,-0.014591011075607785,0.009215447585877445
71,0.044767,0.043787,64708.1,2833.4,10.53,0.024545,0.024247,77751.0,1885.3,13.61,1990,1992,-0.9918288384067182,0.2728278371574002,-3.2601401657456677,-0.12924764231399274,0.0847137663394523,-0.813313302256347,0.18692151641548485,-3.8054228537608044,-0.11396755621561468,0.16321212487991826,-3.106284018132395,-3.1319486268025734,-3.1088363531547234,-3.707247111472121,-3.712731524264997,-3.6822236663850494,-0.02566460867017817,-0.0025523350223282115,-0.005484412792875926,0.02502344508707166
72,0.049188,0.048007,61874.7,2970.4,9.99,0.027915,0.02753,75865.8,2088.6,12.94,1990,1992,-0.9918288384067182,0.2728278371574002,-3.1582869480088704,-0.12917550417681253,0.07785429470490712,-0.813313302256347,0.18692151641548485,-3.69283847312084,-0.11382504533670988,0.16046870544208688,-3.012105587671936,-3.03016695775058,-3.0089261389128255,-3.578591100219813,-3.600263049618562,-3.5702679958600974,-0.018061370078644057,0.0031794487591105813,-0.021671949398748946,0.008323104359715838
73,0.054591,0.05314,58904.2,3130.2,9.46,0.031515,0.031026,73777.1,2289.0,12.29,1990,1992,-0.9918288384067182,0.2728278371574002,-3.062468903505389,-0.1277489312722218,0.08706708085806715,-0.813313302256347,0.18692151641548485,-3.5881278445021545,-0.11034208730999877,0.16088126187844518,-2.907886244982922,-2.9357638293939616,-2.912009506035847,-3.4572916560170635,-3.498385157094201,-3.4683129876610455,-0.027877584411039713,-0.004123261052924931,-0.041093501077137606,-0.011021331643982002
74,0.059938,0.058194,55774.0,3245.7,8.97,0.033908,0.033343,71488.1,2383.6,11.67,1990,1992,-0.9918288384067182,0.2728278371574002,-2.9609420472811774,-0.12470712648450719,0.0920264259208953,-0.813313302256347,0.18692151641548485,-3.4839242293175423,-0.10578418493725274,0.13920277009723656,-2.814444584350334,-2.837253922879009,-2.8121465521336853,-3.384104304235978,-3.3978885445397293,-3.3718685516639177,-0.02280933852867495,0.0022980322166485934,-0.01378424030375136,0.012235752572060221
75,0.064147,0.062153,52528.3,3264.8,8.49,0.036942,0.036272,69104.5,2506.6,11.05,1990,1992,-0.9918288384067182,0.2728278371574002,-2.8687869349655406,-0.12065153381420332,0.08139994736007578,-0.813313302256347,0.18692151641548485,-3.380546320093034,-0.10449349838072318,0.1311278740301057,-2.7465779544076354,-2.7491212643306104,-2.7269130927476346,-3.298406163825009,-3.29556036786069,-3.271049746802644,-0.0025433099229750233,0.01966486166000081,0.002845795964319109,0.027356417022365243
76,0.070996,0.068562,49263.5,3377.6,8.02,0.040651,0.039841,66597.9,2653.3,10.45,1990,1992,-0.9918288384067182,0.2728278371574002,-2.76893578455591,-0.11693223407123204,0.0717968429226935,-0.813313302256347,0.18692151641548485,-3.273705535388496,-0.09931607776217088,0.12124563990576025,-2.6451317415560367,-2.6529590226647373,-2.633370845295409,-3.202731843044896,-3.1929304482165963,-3.170267029346646,-0.007827281108700568,0.011760896260627707,0.009801394828299781,0.03246481369825016
77,0.07785,0.074933,45885.9,3438.4,7.57,0.045463,0.044453,63944.6,2842.5,9.86,1990,1992,-0.9918288384067182,0.2728278371574002,-2.674270636444031,-0.11288458558943196,0.0697261900941748,-0.813313302256347,0.18692151641548485,-3.170468472111881,-0.096231242460379,0.11241560502755572,-2.5529713807021297,-2.562308449044841,-2.543285203408222,-3.0908564706541712,-3.092202322526199,-3.071189427165684,-0.009337068342711419,0.00968617729390786,-0.0013458518720277368,0.019667043488487135
78,0.085232,0.081748,42447.5,3470.0,7.15,0.050265,0.049033,61102.1,2996.0,9.3,1990,1992,-0.9918288384067182,0.2728278371574002,-2.5792470190319774,-0.11014240071415098,0.07084957801983541,-0.813313302256347,0.18692151641548485,-3.0621018701742293,-0.09249393683823251,0.09939837364672868,-2.462378328807494,-2.470004609672334,-2.4506748725376677,-2.9904462691247535,-2.9868753209656362,-2.9682956262343567,-0.007626280864839963,0.011703456269826162,0.003570948159117293,0.02215064289039681
79,0.093627,0.08944,38977.5,3486.2,6.74,0.05608,0.054551,58106.1,3169.7,8.75,1990,1992,-0.9918288384067182,0.2728278371574002,-2.480071446549155,-0.10531954031672851,0.06395333756747715,-0.813313302256347,0.18692151641548485,-2.951180953868906,-0.0908919307950175,0.06626136926435258,-2.3684364755571594,-2.3756124892152846,-2.3581642384477526,-2.8809760362558023,-2.877257337485555,-2.8648716618628955,-0.007176013658125147,0.010272237109406834,0.0037186987702475527,0.016104374392906795
80,0.103336,0.098259,35491.4,3487.3,6.35,0.062497,0.060603,54936.4,3329.3,8.23,1990,1992,-0.9918288384067182,0.2728278371574002,-2.384018382521401,-0.10150530361389004,0.04717536747023322,-0.813313302256347,0.18692151641548485,-2.835672585041638,-0.08926681014135424,0.06160346600722129,-2.269769464052423,-2.283342495145915,-2.270471741671906,-2.7726367233918183,-2.763070700903683,-2.7515556876211633,-0.013573031093492283,-0.0007022776194829383,0.009566022488135317,0.02108103577065501
81,0.111242,0.105381,32004.0,3372.6,5.99,0.069455,0.067124,51607.0,3464.1,7.72,1990,1992,-0.9918288384067182,0.2728278371574002,-2.2939513637047164,-0.09484331060407067,0.04153344814943544,-0.813313302256347,0.18692151641548485,-2.727734010757706,-0.08516605249335966,0.056648618449478015,-2.196047270633803,-2.1998830331176333,-2.1885515522893337,-2.6670762181327845,-2.6584673273641943,-2.6478784817007757,-0.0038357624838303295,0.007495718344469271,0.008608890768590172,0.01919773643200884
82,0.122312,0.115263,28631.4,3300.1,5.64,0.077158,0.074292,48142.9,3576.6,7.24,1990,1992,-0.9918288384067182,0.2728278371574002,-2.1963141809504974,-0.09132641485454064,0.04258033401439624,-0.813313302256347,0.18692151641548485,-2.6125651659228737,-0.08464907405028782,0.05817012299432643,-2.1011801217238246,-2.1057340089894683,-2.0941169085548808,-2.561900011446431,-2.5437189479740923,-2.5328457003739175,-0.004553887265643652,0.0070632131689438715,0.01818106347233872,0.02905431107251344
83,0.133979,0.125567,25331.3,3180.8,5.31,0.085791,0.082263,44566.3,3666.1,6.79,1990,1992,-0.9918288384067182,0.2728278371574002,-2.102062733056354,-0.08771642576810014,0.050700989091353815,-0.813313302256347,0.18692151641548485,-2.5017439940778177,-0.08126023290678573,0.03966353688372441,-2.0100722077304374,-2.01506305237759,-2.0012304111820547,-2.4558411730949916,-2.43565396571028,-2.4282399972495727,-0.0049908446471524925,0.008841796548382685,0.02018720738471158,0.02760117584541888
84,0.146827,0.136785,22150.5,3029.9,5.0,0.094992,0.090685,40900.2,3709.0,6.35,1990,1992,-0.9918288384067182,0.2728278371574002,-2.0087422229640164,-0.08201116500679718,0.044254155874658835,-0.813313302256347,0.18692151641548485,-2.39143160568086,-0.07894155747760101,0.03623507143449938,-1.9185002560078908,-1.927401184438943,-1.9153274188064333,-2.3539626014538175,-2.327227386883493,-2.320454272383533,-0.008900928431052169,0.0031728372014574457,0.026735214570324572,0.03350832907028467
