age,mx_m,qx_m,lx_m,dx_m,ex_m,mx_f,qx_f,lx_f,dx_f,ex_f,year_start,year_end
45,0.002571,0.002568,95571.6,245.4,30.88,0.001784,0.001783,97387.9,173.6,35.47,1992,1994
46,0.002849,0.002845,95326.1,271.2,29.96,0.001975,0.001973,97214.3,191.8,34.54,1992,1994
47,0.003173,0.003168,95055.0,301.2,29.04,0.002173,0.002171,97022.5,210.6,33.6,1992,1994
48,0.003584,0.003577,94753.8,339.0,28.13,0.002335,0.002332,96811.9,225.8,32.67,1992,1994
49,0.004036,0.004027,94414.8,380.3,27.23,0.002533,0.00253,96586.1,244.3,31.75,1992,1994
50,0.00451,0.0045,94034.6,423.2,26.34,0.002981,0.002977,96341.8,286.8,30.83,1992,1994
51,0.005119,0.005105,93611.4,477.9,25.46,0.003166,0.003161,96055.0,303.6,29.92,1992,1994
52,0.005784,0.005768,93133.5,537.2,24.58,0.00367,0.003663,95751.4,350.8,29.01,1992,1994
53,0.006463,0.006442,92596.3,596.5,23.72,0.003989,0.003981,95400.7,379.8,28.12,1992,1994
54,0.006899,0.006875,91999.8,632.5,22.87,0.004258,0.004249,95020.9,403.7,27.23,1992,1994
55,0.007791,0.007761,91367.3,709.1,22.03,0.004605,0.004594,94617.2,434.7,26.34,1992,1994
56,0.008589,0.008553,90658.2,775.4,21.2,0.005075,0.005062,94182.5,476.7,25.46,1992,1994
57,0.009885,0.009837,89882.8,884.1,20.38,0.005877,0.00586,93705.8,549.1,24.59,1992,1994
58,0.010843,0.010785,88998.7,959.8,19.57,0.006337,0.006317,93156.7,588.5,23.73,1992,1994
59,0.01206,0.011987,88038.8,1055.4,18.78,0.007208,0.007182,92568.2,664.8,22.88,1992,1994
60,0.013607,0.013515,86983.5,1175.6,18.0,0.008097,0.008065,91903.4,741.2,22.04,1992,1994
61,0.015203,0.015088,85807.9,1294.7,17.24,0.009013,0.008972,91162.2,817.9,21.21,1992,1994
62,0.017069,0.016924,84513.2,1430.3,16.5,0.009944,0.009895,90344.3,893.9,20.4,1992,1994
63,0.018957,0.018779,83082.9,1560.2,15.78,0.011094,0.011033,89450.4,986.9,19.6,1992,1994
64,0.021577,0.021347,81522.7,1740.2,15.07,0.012152,0.012079,88463.5,1068.5,18.81,1992,1994
65,0.023843,0.023562,79782.4,1879.8,14.39,0.01394,0.013844,87395.0,1209.9,18.04,1992,1994
66,0.026562,0.026214,77902.6,2042.1,13.72,0.015194,0.01508,86185.1,1299.7,17.28,1992,1994
67,0.029905,0.029464,75860.5,2235.2,13.08,0.016655,0.016518,84885.4,1402.1,16.54,1992,1994
68,0.0326,0.032077,73625.3,2361.7,12.46,0.01854,0.01837,83483.3,1533.6,15.81,1992,1994
69,0.03592,0.035286,71263.7,2514.6,11.86,0.020268,0.020065,81949.7,1644.3,15.1,1992,1994
70,0.039362,0.038603,68749.1,2653.9,11.27,0.022668,0.022414,80305.4,1799.9,14.4,1992,1994
71,0.043887,0.042944,66095.2,2838.4,10.7,0.024714,0.024412,78505.5,1916.5,13.72,1992,1994
72,0.046808,0.045737,63256.8,2893.2,10.16,0.027062,0.026701,76589.0,2045.0,13.05,1992,1994
73,0.052206,0.050878,60363.6,3071.2,9.62,0.02999,0.029547,74544.0,2202.5,12.39,1992,1994
74,0.057139,0.055552,57292.4,3182.7,9.11,0.033153,0.032613,72341.5,2359.3,11.75,1992,1994
75,0.06294,0.06102,54109.7,3301.8,8.62,0.036845,0.036179,69982.2,2531.9,11.13,1992,1994
76,0.06894,0.066643,50807.9,3386.0,8.15,0.040495,0.039691,67450.3,2677.2,10.53,1992,1994
77,0.075524,0.072776,47421.9,3451.2,7.69,0.044656,0.043681,64773.2,2829.3,9.94,1992,1994
78,0.083201,0.079878,43970.8,3512.3,7.26,0.048969,0.047799,61943.8,2960.9,9.38,1992,1994
79,0.090384,0.086476,40458.5,3498.7,6.84,0.054586,0.053136,58983.0,3134.1,8.82,1992,1994
80,0.09976,0.09502,36959.8,3511.9,6.44,0.061384,0.059556,55848.9,3326.1,8.29,1992,1994
81,0.108281,0.102719,33447.9,3435.7,6.07,0.068214,0.065964,52522.7,3464.6,7.78,1992,1994
82,0.11942,0.112691,30012.1,3382.1,5.71,0.075854,0.073083,49058.1,3585.3,7.3,1992,1994
83,0.130291,0.122322,26630.0,3257.4,5.37,0.084666,0.081228,45472.8,3693.7,6.83,1992,1994
84,0.144151,0.13446,23372.6,3142.7,5.05,0.093819,0.089615,41779.2,3744.1,6.39,1992,1994
85,0.155378,0.144177,20229.9,2916.7,4.75,0.104333,0.09916,38035.1,3771.6,5.97,1992,1994
86,0.168872,0.155724,17313.2,2696.1,4.47,0.116357,0.10996,34263.5,3767.6,5.57,1992,1994
87,0.18417,0.16864,14617.1,2465.0,4.2,0.130332,0.122359,30495.9,3731.4,5.2,1992,1994
88,0.200186,0.181972,12152.1,2211.3,3.95,0.142871,0.133345,26764.5,3568.9,4.86,1992,1994
89,0.214795,0.193964,9940.8,1928.1,3.72,0.158059,0.146483,23195.6,3397.8,4.53,1992,1994
90,0.231971,0.207862,8012.6,1665.5,3.49,0.175042,0.160955,19797.8,3186.6,4.22,1992,1994
91,0.246076,0.219116,6347.1,1390.8,3.28,0.190542,0.173968,16611.3,2889.8,3.93,1992,1994
92,0.27439,0.241287,4956.3,1195.9,3.06,0.212534,0.192118,13721.4,2636.1,3.65,1992,1994
93,0.297714,0.259139,3760.4,974.5,2.87,0.234962,0.21026,11085.3,2330.8,3.4,1992,1994
94,0.316856,0.273523,2786.0,762.0,2.7,0.254799,0.226006,8754.5,1978.6,3.18,1992,1994
95,0.344764,0.294071,2023.9,595.2,2.53,0.282017,0.247164,6775.9,1674.8,2.96,1992,1994
96,0.37525,0.315967,1428.8,451.4,2.38,0.312045,0.26993,5101.2,1377.0,2.77,1992,1994
97,0.413718,0.342805,977.3,335.0,2.25,0.34137,0.291599,3724.2,1086.0,2.61,1992,1994
98,0.41273,0.342127,642.3,219.7,2.16,0.358209,0.303797,2638.2,801.5,2.47,1992,1994
99,0.45187,0.368592,422.5,155.7,2.02,0.376936,0.317161,1836.7,582.5,2.33,1992,1994
100,0.483562,0.38941,266.8,103.9,1.91,0.410857,0.340839,1254.2,427.5,2.18,1992,1994
0,0.006936,0.006912,100000.0,691.2,73.83,0.005498,0.005483,100000.0,548.3,79.11,1993,1995
1,0.000517,0.000517,99308.8,51.4,73.34,0.00046,0.00046,99451.7,45.7,78.55,1993,1995
2,0.000335,0.000335,99257.5,33.2,72.38,0.000262,0.000261,99405.9,26.0,77.58,1993,1995
3,0.000247,0.000247,99224.2,24.5,71.41,0.000203,0.000203,99380.0,20.2,76.6,1993,1995
4,0.0002,0.0002,99199.7,19.8,70.42,0.000151,0.000151,99359.7,15.0,75.62,1993,1995
5,0.000163,0.000163,99179.8,16.1,69.44,0.000156,0.000156,99344.7,15.5,74.63,1993,1995
6,0.000171,0.000171,99163.7,16.9,68.45,0.000135,0.000135,99329.2,13.4,73.64,1993,1995
7,0.000151,0.000151,99146.8,15.0,67.46,0.000108,0.000108,99315.8,10.7,72.65,1993,1995
8,0.000175,0.000175,99131.8,17.3,66.47,9.8e-05,9.8e-05,99305.1,9.7,71.66,1993,1995
9,0.000166,0.000166,99114.4,16.4,65.48,0.000106,0.000106,99295.4,10.5,70.67,1993,1995
10,0.000165,0.000165,99098.0,16.4,64.49,0.000132,0.000132,99284.9,13.1,69.67,1993,1995
11,0.000176,0.000176,99081.7,17.4,63.5,0.000118,0.000118,99271.8,11.7,68.68,1993,1995
12,0.000215,0.000215,99064.3,21.3,62.51,0.000132,0.000132,99260.0,13.1,67.69,1993,1995
13,0.000223,0.000223,99042.9,22.1,61.53,0.000157,0.000157,99247.0,15.6,66.7,1993,1995
14,0.000276,0.000276,99020.8,27.3,60.54,0.000191,0.000191,99231.4,18.9,65.71,1993,1995
15,0.000339,0.000339,98993.5,33.5,59.56,0.000203,0.000203,99212.4,20.1,64.72,1993,1995
16,0.000412,0.000412,98960.0,40.7,58.58,0.000252,0.000252,99192.3,25.0,63.74,1993,1995
17,0.000691,0.000691,98919.2,68.4,57.6,0.000279,0.000278,99167.3,27.6,62.75,1993,1995
18,0.000824,0.000824,98850.9,81.4,56.64,0.000281,0.000281,99139.7,27.8,61.77,1993,1995
19,0.000844,0.000844,98769.4,83.4,55.69,0.000313,0.000313,99111.9,31.0,60.79,1993,1995
20,0.000911,0.000911,98686.1,89.9,54.73,0.000297,0.000297,99080.8,29.5,59.81,1993,1995
21,0.000921,0.000921,98596.2,90.8,53.78,0.000322,0.000322,99051.4,31.9,58.82,1993,1995
22,0.0009,0.0009,98505.4,88.7,52.83,0.000304,0.000304,99019.4,30.1,57.84,1993,1995
23,0.000874,0.000873,98416.7,85.9,51.88,0.000299,0.000298,98989.4,29.5,56.86,1993,1995
24,0.000897,0.000896,98330.8,88.1,50.92,0.000334,0.000334,98959.8,33.1,55.88,1993,1995
25,0.000895,0.000894,98242.7,87.8,49.97,0.00032,0.00032,98926.8,31.6,54.89,1993,1995
26,0.000923,0.000923,98154.8,90.6,49.01,0.000367,0.000367,98895.1,36.3,53.91,1993,1995
27,0.000979,0.000978,98064.2,95.9,48.06,0.00043,0.00043,98858.8,42.5,52.93,1993,1995
28,0.000954,0.000954,97968.3,93.5,47.11,0.000378,0.000378,98816.3,37.3,51.95,1993,1995
29,0.000978,0.000978,97874.8,95.7,46.15,0.000404,0.000404,98778.9,39.9,50.97,1993,1995
30,0.001005,0.001004,97779.1,98.2,45.19,0.000458,0.000458,98739.0,45.2,49.99,1993,1995
31,0.001097,0.001096,97680.9,107.1,44.24,0.000493,0.000493,98693.8,48.6,49.02,1993,1995
32,0.001057,0.001056,97573.8,103.1,43.29,0.000556,0.000556,98645.2,54.8,48.04,1993,1995
33,0.001159,0.001158,97470.8,112.9,42.33,0.000583,0.000582,98590.4,57.4,47.07,1993,1995
34,0.001188,0.001187,97357.9,115.6,41.38,0.000613,0.000612,98532.9,60.3,46.09,1993,1995
35,0.001195,0.001194,97242.3,116.1,40.43,0.000677,0.000676,98472.6,66.6,45.12,1993,1995
36,0.00131,0.001309,97126.2,127.2,39.48,0.000734,0.000734,98406.0,72.2,44.15,1993,1995
37,0.00133,0.001329,96999.0,128.9,38.53,0.000813,0.000813,98333.8,79.9,43.18,1993,1995
38,0.001477,0.001475,96870.1,142.9,37.58,0.000853,0.000853,98253.9,83.8,42.22,1993,1995
39,0.00162,0.001619,96727.2,156.6,36.63,0.000991,0.000991,98170.1,97.3,41.25,1993,1995
40,0.001759,0.001758,96570.6,169.8,35.69,0.001129,0.001129,98072.8,110.7,40.29,1993,1995
41,0.001931,0.001929,96400.8,186.0,34.75,0.001278,0.001277,97962.1,125.1,39.34,1993,1995
42,0.002075,0.002073,96214.8,199.4,33.82,0.001326,0.001325,97837.0,129.7,38.39,1993,1995
43,0.002252,0.002249,96015.4,216.0,32.89,0.001486,0.001485,97707.3,145.1,37.44,1993,1995
44,0.002411,0.002409,95799.4,230.7,31.96,0.001617,0.001616,97562.2,157.6,36.49,1993,1995
45,0.002633,0.00263,95568.7,251.3,31.04,0.001817,0.001816,97404.6,176.8,35.55,1993,1995
46,0.002834,0.00283,95317.4,269.8,30.12,0.001928,0.001926,97227.8,187.3,34.62,1993,1995
47,0.003087,0.003082,95047.6,292.9,29.2,0.002147,0.002145,97040.5,208.1,33.68,1993,1995
48,0.003472,0.003466,94754.7,328.4,28.29,0.00229,0.002288,96832.3,221.5,32.75,1993,1995
49,0.003963,0.003955,94426.2,373.5,27.39,0.0026,0.002597,96610.8,250.9,31.83,1993,1995
50,0.004452,0.004442,94052.8,417.8,26.5,0.00298,0.002975,96359.9,286.7,30.91,1993,1995
51,0.004969,0.004957,93635.0,464.1,25.61,0.003215,0.00321,96073.2,308.4,30.0,1993,1995
52,0.005619,0.005603,93170.9,522.0,24.74,0.003609,0.003602,95764.9,345.0,29.1,1993,1995
53,0.006357,0.006337,92648.9,587.1,23.87,0.003977,0.003969,95419.9,378.7,28.2,1993,1995
54,0.006859,0.006835,92061.8,629.3,23.02,0.004238,0.004229,95041.2,401.9,27.31,1993,1995
55,0.007643,0.007614,91432.5,696.2,22.18,0.004651,0.00464,94639.3,439.2,26.42,1993,1995
56,0.008455,0.008419,90736.4,763.9,21.34,0.005063,0.005051,94200.1,475.8,25.54,1993,1995
57,0.009667,0.009621,89972.5,865.6,20.52,0.005649,0.005633,93724.4,528.0,24.67,1993,1995
58,0.010458,0.010404,89106.9,927.1,19.71,0.006176,0.006157,93196.4,573.8,23.81,1993,1995
59,0.011688,0.01162,88179.8,1024.6,18.92,0.006985,0.006961,92622.6,644.7,22.95,1993,1995
60,0.013251,0.013163,87155.2,1147.3,18.13,0.007827,0.007796,91977.8,717.1,22.11,1993,1995
61,0.014761,0.014653,86007.9,1260.2,17.37,0.008752,0.008714,91260.7,795.2,21.28,1993,1995
62,0.016535,0.0164,84747.7,1389.8,16.62,0.009617,0.009571,90465.5,865.8,20.46,1993,1995
63,0.018266,0.0181,83357.9,1508.8,15.89,0.010834,0.010776,89599.7,965.5,19.65,1993,1995
64,0.020971,0.020754,81849.0,1698.7,15.17,0.011786,0.011717,88634.2,1038.5,18.86,1993,1995
65,0.023308,0.023039,80150.4,1846.6,14.48,0.01358,0.013489,87595.7,1181.5,18.08,1993,1995
66,0.025973,0.02564,78303.8,2007.7,13.81,0.015016,0.014904,86414.1,1287.9,17.32,1993,1995
67,0.029155,0.028736,76296.1,2192.5,13.16,0.016264,0.016133,85126.2,1373.3,16.58,1993,1995
68,0.031675,0.031181,74103.6,2310.6,12.54,0.018173,0.018009,83752.9,1508.3,15.84,1993,1995
69,0.034966,0.034366,71793.0,2467.2,11.93,0.019973,0.019775,82244.6,1626.4,15.12,1993,1995
70,0.038606,0.037875,69325.8,2625.7,11.33,0.022574,0.022322,80618.2,1799.5,14.42,1993,1995
71,0.042938,0.042036,66700.1,2803.8,10.76,0.024627,0.024328,78818.7,1917.5,13.73,1993,1995
72,0.046793,0.045724,63896.3,2921.6,10.21,0.027091,0.026729,76901.2,2055.5,13.06,1993,1995
73,0.05129,0.050008,60974.7,3049.2,9.67,0.029644,0.029211,74845.7,2186.3,12.41,1993,1995
74,0.055994,0.054469,57925.5,3155.1,9.16,0.032636,0.032112,72659.4,2333.2,11.77,1993,1995
75,0.061333,0.059508,54770.4,3259.3,8.65,0.036008,0.035371,70326.2,2487.5,11.14,1993,1995
76,0.068407,0.066144,51511.1,3407.2,8.17,0.040327,0.03953,67838.6,2681.6,10.53,1993,1995
77,0.074828,0.072129,48104.0,3469.7,7.71,0.044513,0.043544,65157.0,2837.2,9.94,1993,1995
78,0.082442,0.079178,44634.3,3534.1,7.28,0.048918,0.04775,62319.8,2975.8,9.37,1993,1995
79,0.090591,0.086665,41100.2,3562.0,6.86,0.054483,0.053038,59344.1,3147.5,8.82,1993,1995
80,0.098574,0.093944,37538.3,3526.5,6.46,0.061045,0.059237,56196.6,3328.9,8.28,1993,1995
81,0.107714,0.102209,34011.8,3476.3,6.08,0.067681,0.065466,52867.7,3461.0,7.77,1993,1995
82,0.118924,0.11225,30535.4,3427.6,5.71,0.075659,0.072901,49406.7,3601.8,7.28,1993,1995
83,0.129721,0.12182,27107.9,3302.3,5.37,0.084296,0.080887,45804.9,3705.0,6.82,1993,1995
84,0.143341,0.133754,23805.6,3184.1,5.05,0.094138,0.089907,42099.9,3785.1,6.37,1993,1995
85,0.15439,0.143326,20621.5,2955.6,4.75,0.104158,0.099002,38314.8,3793.2,5.95,1993,1995
86,0.168686,0.155565,17665.9,2748.2,4.46,0.116032,0.109669,34521.6,3786.0,5.55,1993,1995
87,0.183593,0.168157,14917.7,2508.5,4.19,0.129766,0.12186,30735.6,3745.4,5.18,1993,1995
88,0.200666,0.182369,12409.2,2263.0,3.94,0.14397,0.134302,26990.2,3624.8,4.83,1993,1995
89,0.215126,0.194233,10146.1,1970.7,3.71,0.158971,0.147266,23365.3,3440.9,4.5,1993,1995
90,0.23142,0.20742,8175.4,1695.7,3.48,0.175341,0.161208,19924.4,3212.0,4.19,1993,1995
91,0.245421,0.218597,6479.7,1416.4,3.26,0.192183,0.175334,16712.4,2930.3,3.89,1993,1995
92,0.278218,0.244242,5063.2,1236.7,3.03,0.213155,0.192625,13782.2,2654.8,3.62,1993,1995
93,0.301371,0.261905,3826.6,1002.2,2.85,0.23725,0.212091,11127.4,2360.0,3.36,1993,1995
94,0.317073,0.273684,2824.4,773.0,2.69,0.263763,0.233031,8767.4,2043.1,3.13,1993,1995
95,0.350271,0.298069,2051.4,611.5,2.51,0.281987,0.247142,6724.3,1661.9,2.93,1993,1995
96,0.37703,0.317228,1439.9,456.8,2.36,0.318992,0.275113,5062.4,1392.7,2.73,1993,1995
97,0.418675,0.346202,983.1,340.4,2.23,0.34183,0.291934,3669.7,1071.3,2.57,1993,1995
98,0.416907,0.344992,642.8,221.8,2.14,0.366409,0.309675,2598.4,804.7,2.43,1993,1995
99,0.459184,0.373444,421.0,157.2,2.0,0.38717,0.324375,1793.7,581.8,2.29,1993,1995
100,0.466754,0.378436,263.8,99.8,1.9,0.420896,0.347719,1211.9,421.4,2.15,1993,1995
0,0.006872,0.006849,100000.0,684.9,74.08,0.005421,0.005407,100000.0,540.7,79.31,1994,1996
1,0.000502,0.000502,99315.1,49.9,73.59,0.000454,0.000454,99459.3,45.1,78.74,1994,1996
2,0.000307,0.000307,99265.3,30.5,72.63,0.000266,0.000266,99414.2,26.4,77.77,1994,1996
3,0.00023,0.00023,99234.8,22.8,71.65,0.000179,0.000179,99387.8,17.8,76.79,1994,1996
4,0.000195,0.000195,99212.0,19.4,70.67,0.000138,0.000138,99370.0,13.7,75.81,1994,1996
5,0.00016,0.00016,99192.6,15.8,69.68,0.00015,0.00015,99356.3,14.9,74.82,1994,1996
6,0.000157,0.000157,99176.8,15.6,68.69,0.00013,0.00013,99341.4,13.0,73.83,1994,1996
7,0.000135,0.000135,99161.2,13.4,67.7,9.7e-05,9.7e-05,99328.4,9.6,72.84,1994,1996
8,0.000156,0.000156,99147.8,15.5,66.71,9.4e-05,9.4e-05,99318.9,9.3,71.85,1994,1996
9,0.000162,0.000162,99132.3,16.0,65.72,0.000109,0.000109,99309.5,10.8,70.85,1994,1996
10,0.000149,0.000149,99116.3,14.8,64.73,0.000113,0.000113,99298.7,11.3,69.86,1994,1996
11,0.000166,0.000166,99101.5,16.4,63.74,0.000106,0.000106,99287.5,10.6,68.87,1994,1996
12,0.000212,0.000212,99085.1,21.0,62.75,0.000118,0.000118,99276.9,11.7,67.88,1994,1996
13,0.000217,0.000217,99064.1,21.5,61.77,0.000143,0.000143,99265.2,14.2,66.88,1994,1996
14,0.000278,0.000278,99042.6,27.5,60.78,0.000192,0.000192,99251.1,19.0,65.89,1994,1996
15,0.000333,0.000333,99015.1,33.0,59.8,0.000204,0.000204,99232.0,20.2,64.91,1994,1996
16,0.000409,0.000409,98982.1,40.5,58.82,0.000241,0.000241,99211.8,23.9,63.92,1994,1996
17,0.000694,0.000694,98941.6,68.7,57.84,0.000277,0.000277,99187.9,27.5,62.93,1994,1996
18,0.000832,0.000832,98873.0,82.3,56.88,0.000295,0.000295,99160.4,29.2,61.95,1994,1996
19,0.000855,0.000855,98790.7,84.4,55.93,0.000315,0.000315,99131.2,31.2,60.97,1994,1996
20,0.000885,0.000885,98706.3,87.3,54.97,0.000288,0.000288,99100.0,28.5,59.99,1994,1996
21,0.000944,0.000943,98619.0,93.0,54.02,0.000334,0.000334,99071.5,33.0,59.01,1994,1996
22,0.000907,0.000907,98525.9,89.3,53.07,0.000305,0.000305,99038.4,30.2,58.03,1994,1996
23,0.000878,0.000877,98436.6,86.3,52.12,0.000319,0.000318,99008.2,31.5,57.04,1994,1996
24,0.000892,0.000891,98350.3,87.7,51.17,0.000319,0.000319,98976.7,31.6,56.06,1994,1996
25,0.000914,0.000913,98262.6,89.7,50.21,0.000326,0.000326,98945.1,32.3,55.08,1994,1996
26,0.000921,0.000921,98172.9,90.4,49.26,0.000358,0.000358,98912.8,35.4,54.1,1994,1996
27,0.000954,0.000954,98082.5,93.5,48.3,0.000415,0.000415,98877.5,41.1,53.12,1994,1996
28,0.000988,0.000987,97989.0,96.7,47.35,0.000388,0.000387,98836.4,38.3,52.14,1994,1996
29,0.000978,0.000977,97892.2,95.7,46.39,0.000414,0.000414,98798.1,40.9,51.16,1994,1996
30,0.001043,0.001042,97796.6,102.0,45.44,0.000453,0.000453,98757.2,44.8,50.18,1994,1996
31,0.001109,0.001108,97694.6,108.2,44.48,0.000466,0.000466,98712.4,46.0,49.2,1994,1996
32,0.001125,0.001124,97586.4,109.7,43.53,0.000563,0.000563,98666.4,55.5,48.22,1994,1996
33,0.001156,0.001155,97476.7,112.6,42.58,0.000603,0.000603,98610.9,59.4,47.25,1994,1996
34,0.00119,0.001189,97364.1,115.8,41.63,0.000619,0.000619,98551.5,61.0,46.28,1994,1996
35,0.001214,0.001213,97248.3,118.0,40.68,0.000695,0.000695,98490.5,68.4,45.31,1994,1996
36,0.001298,0.001298,97130.3,126.0,39.73,0.000739,0.000739,98422.0,72.7,44.34,1994,1996
37,0.001339,0.001338,97004.3,129.8,38.78,0.000798,0.000798,98349.3,78.5,43.37,1994,1996
38,0.001448,0.001447,96874.4,140.2,37.83,0.000905,0.000905,98270.8,88.9,42.4,1994,1996
39,0.001645,0.001644,96734.2,159.0,36.88,0.000999,0.000999,98181.9,98.1,41.44,1994,1996
40,0.001774,0.001773,96575.2,171.2,35.94,0.001114,0.001114,98083.9,109.2,40.48,1994,1996
41,0.001909,0.001907,96404.0,183.8,35.01,0.00123,0.001229,97974.7,120.4,39.53,1994,1996
42,0.002049,0.002047,96220.2,196.9,34.07,0.001313,0.001312,97854.3,128.4,38.58,1994,1996
43,0.002315,0.002312,96023.3,222.0,33.14,0.001482,0.001481,97725.9,144.7,37.63,1994,1996
44,0.002398,0.002395,95801.3,229.4,32.22,0.001595,0.001593,97581.2,155.5,36.68,1994,1996
45,0.002683,0.00268,95571.8,256.1,31.29,0.001806,0.001804,97425.7,175.7,35.74,1994,1996
46,0.002897,0.002893,95315.7,275.7,30.38,0.001942,0.001941,97249.9,188.7,34.8,1994,1996
47,0.003028,0.003024,95040.0,287.4,29.46,0.002096,0.002094,97061.2,203.2,33.87,1994,1996
48,0.003353,0.003348,94752.6,317.2,28.55,0.002266,0.002263,96858.0,219.2,32.94,1994,1996
49,0.003898,0.003891,94435.4,367.4,27.65,0.002535,0.002532,96638.8,244.7,32.01,1994,1996
50,0.00428,0.004271,94068.0,401.8,26.75,0.00295,0.002946,96394.1,284.0,31.09,1994,1996
51,0.004761,0.00475,93666.2,444.9,25.86,0.003226,0.00322,96110.1,309.5,30.18,1994,1996
52,0.005495,0.00548,93221.3,510.9,24.99,0.003469,0.003463,95800.6,331.7,29.28,1994,1996
53,0.006094,0.006075,92710.4,563.3,24.12,0.003909,0.003901,95468.9,372.4,28.38,1994,1996
54,0.006711,0.006688,92147.2,616.3,23.26,0.004155,0.004146,95096.5,394.3,27.49,1994,1996
55,0.007547,0.007519,91530.9,688.2,22.42,0.004637,0.004626,94702.2,438.1,26.6,1994,1996
56,0.008299,0.008265,90842.7,750.8,21.58,0.00496,0.004948,94264.1,466.4,25.72,1994,1996
57,0.009258,0.009215,90091.9,830.2,20.76,0.005565,0.005549,93797.7,520.5,24.85,1994,1996
58,0.010118,0.010067,89261.7,898.6,19.95,0.006019,0.006001,93277.2,559.7,23.98,1994,1996
59,0.011379,0.011314,88363.1,999.8,19.15,0.006753,0.00673,92717.4,624.0,23.13,1994,1996
60,0.012781,0.0127,87363.3,1109.5,18.36,0.0075,0.007472,92093.4,688.1,22.28,1994,1996
61,0.014213,0.014113,86253.9,1217.3,17.59,0.008366,0.008331,91405.3,761.5,21.44,1994,1996
62,0.015996,0.015869,85036.5,1349.5,16.83,0.009275,0.009232,90643.8,836.9,20.62,1994,1996
63,0.017733,0.017577,83687.1,1471.0,16.1,0.010242,0.01019,89807.0,915.1,19.81,1994,1996
64,0.020153,0.019952,82216.1,1640.4,15.38,0.011532,0.011466,88891.9,1019.2,19.0,1994,1996
65,0.022492,0.022242,80575.7,1792.1,14.68,0.013018,0.012934,87872.6,1136.5,18.22,1994,1996
66,0.024857,0.024552,78783.6,1934.3,14.0,0.014342,0.01424,86736.1,1235.1,17.45,1994,1996
67,0.027757,0.027377,76849.3,2103.9,13.34,0.01583,0.015705,85501.0,1342.8,16.7,1994,1996
68,0.030628,0.030167,74745.4,2254.8,12.7,0.017947,0.017787,84158.2,1496.9,15.95,1994,1996
69,0.033787,0.033225,72490.6,2408.5,12.08,0.01964,0.019449,82661.3,1607.7,15.23,1994,1996
70,0.03773,0.037032,70082.0,2595.3,11.48,0.022015,0.021775,81053.6,1764.9,14.53,1994,1996
71,0.041452,0.04061,67486.8,2740.6,10.9,0.02413,0.023842,79288.6,1890.4,13.84,1994,1996
72,0.045751,0.044728,64746.2,2895.9,10.34,0.026654,0.026303,77398.2,2035.8,13.17,1994,1996
73,0.050644,0.049394,61850.2,3055.0,9.8,0.029455,0.029027,75362.4,2187.6,12.51,1994,1996
74,0.054489,0.053044,58795.2,3118.7,9.29,0.031897,0.031396,73174.8,2297.4,11.87,1994,1996
75,0.059872,0.058132,55676.5,3236.6,8.78,0.035441,0.034824,70877.4,2468.2,11.23,1994,1996
76,0.065704,0.063614,52439.9,3335.9,8.29,0.039073,0.038325,68409.2,2621.7,10.62,1994,1996
77,0.072375,0.069848,49104.0,3429.8,7.82,0.043611,0.04268,65787.5,2807.8,10.03,1994,1996
78,0.080756,0.077622,45674.2,3545.3,7.37,0.048561,0.04741,62979.6,2985.8,9.45,1994,1996
79,0.087985,0.084278,42128.9,3550.5,6.95,0.053656,0.052254,59993.8,3134.9,8.9,1994,1996
80,0.097306,0.092792,38578.4,3579.7,6.54,0.059979,0.058233,56858.9,3311.1,8.36,1994,1996
81,0.10543,0.10015,34998.6,3505.1,6.16,0.066657,0.064507,53547.8,3454.2,7.84,1994,1996
82,0.116301,0.10991,31493.5,3461.4,5.79,0.074377,0.07171,50093.6,3592.2,7.35,1994,1996
83,0.127485,0.119845,28032.0,3359.5,5.44,0.083148,0.079829,46501.4,3712.2,6.88,1994,1996
84,0.139385,0.130304,24672.5,3214.9,5.11,0.092996,0.088864,42789.2,3802.4,6.43,1994,1996
85,0.151858,0.141141,21457.6,3028.5,4.81,0.102616,0.097608,38986.8,3805.4,6.01,1994,1996
86,0.165594,0.152932,18429.1,2818.4,4.51,0.115042,0.108785,35181.4,3827.2,5.61,1994,1996
87,0.180251,0.165349,15610.7,2581.2,4.24,0.126829,0.119266,31354.2,3739.5,5.23,1994,1996
88,0.196899,0.179252,13029.5,2335.6,3.98,0.141774,0.132389,27614.7,3655.9,4.87,1994,1996
89,0.213994,0.19331,10693.9,2067.2,3.74,0.156351,0.145014,23958.8,3474.4,4.54,1994,1996
90,0.226273,0.203275,8626.7,1753.6,3.52,0.173437,0.159597,20484.4,3269.2,4.22,1994,1996
91,0.242018,0.215893,6873.1,1483.9,3.28,0.190595,0.174012,17215.2,2995.6,3.93,1994,1996
92,0.275177,0.241895,5389.2,1303.6,3.05,0.209663,0.189769,14219.5,2698.4,3.65,1994,1996
93,0.297318,0.258839,4085.6,1057.5,2.87,0.232597,0.208365,11521.1,2400.6,3.39,1994,1996
94,0.314231,0.271564,3028.1,822.3,2.69,0.261703,0.231421,9120.5,2110.7,3.16,1994,1996
95,0.348925,0.297093,2205.8,655.3,2.51,0.280912,0.246316,7009.8,1726.6,2.95,1994,1996
96,0.381306,0.32025,1550.4,496.5,2.36,0.312506,0.270275,5283.2,1427.9,2.76,1994,1996
